%time,field.mode0.x,field.mode0.y,field.mode0.th,field.mode1.x,field.mode1.y,field.mode1.th,field.mode2.x,field.mode2.y,field.mode2.th,field.mode3.x,field.mode3.y,field.mode3.th,field.mode4.x,field.mode4.y,field.mode4.th,field.mode10.x,field.mode10.y,field.mode10.th
1727189262238604068,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7262954712,2.04245352745,-0.0121778687462,90.0947418213,2.00395536423,0.000140589967486,89.728729248,2.0,0.0,90.0,2.01558589935,0.000535980041604,89.9403457642
1727189262336961984,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7137374878,2.03220105171,-0.0143677843735,89.9878997803,2.00395536423,0.000140589967486,89.7161712646,2.0,0.0,90.0,2.01216840744,-0.000193991843844,89.9005432129
1727189262437865972,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7262878418,2.03948283195,-0.0114199668169,90.0663833618,2.0041179657,-0.000328088790411,89.730430603,2.0,0.0,90.0,2.01459574699,0.000788614037447,89.9308929443
1727189262536928892,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7514038086,2.03915405273,-0.0141707416624,90.0905914307,2.0041179657,-0.000328088790411,89.7555465698,2.0,0.0,90.0,2.01448607445,-0.000128310668515,89.9473342896
1727189262637217998,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7262878418,2.04005551338,-0.010082764551,90.0706558228,2.003428936,-0.00111581140663,89.7243728638,2.0,0.0,90.0,2.01478648186,0.0012343483977,89.9323120117
1727189262736809015,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7137374878,2.03961801529,-0.0121375238523,90.0556564331,2.003428936,-0.00111581140663,89.7118148804,2.0,0.0,90.0,2.01464080811,0.00054942863062,89.9231338501
1727189262836805105,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7262878418,2.04096126556,-0.011804244481,90.0804977417,2.00345659256,-0.00121442473028,89.7246780396,2.0,0.0,90.0,2.0150885582,0.000660521618556,89.9355926514
1727189262937319993,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.701171875,2.04274773598,-0.00941999536008,90.070098877,2.00345659256,-0.00121442473028,89.6995620728,2.0,0.0,90.0,2.01568388939,0.00145527126733,89.9237594604
1727189263037405967,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7137298584,2.03814315796,-0.0117537816986,90.041557312,2.00344967842,-0.00138216093183,89.7121200562,2.0,0.0,90.0,2.014149189,0.000677342526615,89.9184265137
1727189263136815071,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7388458252,2.03307437897,-0.0103293638676,90.0182495117,2.00344967842,-0.00138216093183,89.7372360229,2.0,0.0,90.0,2.01245951653,0.00115214847028,89.9190292358
1727189263237039089,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7137298584,2.03220081329,-0.0143677666783,89.9878997803,2.00307393074,1.65154531828e-07,89.7080535889,2.0,0.0,90.0,2.01216840744,-0.000193985804799,89.9005432129
1727189263339931011,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.7226409912,2.0409617424,-0.0118042267859,90.0805053711,2.00307393074,1.65154531828e-07,89.7206115723,2.0,0.0,90.0,2.01495528221,0.000650098721962,89.9343795776
1727189263439884901,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.6923446655,2.03545260429,-0.0124192368239,89.9918060303,2.00291776657,0.000484174728626,89.6812973022,2.0,0.0,90.0,2.01338887215,0.000468560727313,89.8947143555
1727189263536990880,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7300109863,2.03354358673,-0.0140332560986,90.012802124,2.00291776657,0.000484174728626,89.718963623,2.0,0.0,90.0,2.01275253296,-6.94456102792e-05,89.9142684937
1727189263637104988,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7551269531,2.03915405273,-0.0141707416624,90.0905914307,2.00345301628,-0.00120368844364,89.74974823,2.0,0.0,90.0,2.01462268829,-0.000115274131531,89.9485702515
1727189263737183094,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7174530029,2.04220819473,-0.0055845589377,90.0745010376,2.00345301628,-0.00120368844364,89.7120742798,2.0,0.0,90.0,2.01564073563,0.00274678668939,89.9306488037
1727189263837176084,2.0,0.0,90.0,2.00431370735,0.0137936323881,89.7012557983,2.03938007355,-0.00557395815849,90.035697937,2.00294542313,0.000583371787798,89.6940689087,2.0,0.0,90.0,2.01456475258,0.00273989140987,89.9123153687
1727189263937025070,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.6797866821,2.04096150398,-0.0118041969836,90.0302734375,2.0029335022,0.00020972515631,89.6689987183,2.0,0.0,90.0,2.01522517204,0.000673574046232,89.9033508301
1727189264036964893,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011795044,2.0376791954,-0.0137712461874,90.0262374878,2.0029335022,0.00020972515631,89.6941070557,2.0,0.0,90.0,2.01399445534,4.85443342768e-06,89.9091415405
1727189264136873960,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7388458252,2.03634023666,-0.0141069348902,90.0516204834,2.00314593315,1.34346382765e-05,89.733833313,2.0,0.0,90.0,2.01354813576,-0.000107041742012,89.9301528931
1727189264237097024,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7048950195,2.04424309731,-0.00977846980095,90.0843276978,2.00314593315,1.34346382765e-05,89.6961593628,2.0,0.0,90.0,2.01631903648,0.00134881644044,89.9297409058
1727189264337320089,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7425689697,2.04230093956,-0.011470394209,90.1052856445,2.00327420235,-0.000568978488445,89.7352676392,2.0,0.0,90.0,2.01567149162,0.000784841598943,89.9492874146
1727189264436940908,2.0,0.0,90.0,2.00431370735,0.0137936323881,89.7389221191,2.04081892967,-0.0110852606595,90.0911407471,2.00327420235,-0.000568978488445,89.7352676392,2.0,0.0,90.0,2.01504421234,0.000902790518012,89.9433517456
1727189264536752939,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.6975250244,2.03679990768,-0.0120869418606,90.016708374,2.00342583656,-0.00129578635097,89.6993103027,2.0,0.0,90.0,2.0135679245,0.000555860460736,89.9047470093
1727189264637021064,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.7226409912,2.03858137131,-0.00971465650946,90.0566253662,2.00342583656,-0.00129578635097,89.7244186401,2.0,0.0,90.0,2.01416182518,0.00134662212804,89.9264221191
1727189264737154006,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.7226409912,2.03439640999,-0.0156802386045,90.0220184326,2.00344967842,-0.00138216093183,89.7246780396,2.0,0.0,90.0,2.01276683807,-0.000641905528028,89.9148864746
1727189264837532997,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011795044,2.03085446358,-0.014701497741,89.9629516602,2.00344967842,-0.00138216093183,89.6995697021,2.0,0.0,90.0,2.01171946526,-0.000305229361402,89.8880462646
1727189264938291072,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011795044,2.02942180634,-0.0142846135423,89.94921875,2.00314331055,0.000192429870367,89.6960601807,2.0,0.0,90.0,2.01124191284,-0.000166268233443,89.8834686279
1727189265037702083,2.0,0.0,90.0,2.00391173363,0.0149408997968,89.6845703125,2.0363407135,-0.0141068091616,90.0014038086,2.00314331055,0.000192429870367,89.6835021973,2.0,0.0,90.0,2.01341748238,0.000278030231129,89.895324707
1727189265137460947,2.0,0.0,90.0,2.00351166725,0.0149093624204,89.7562713623,2.03723168373,-0.0100466245785,90.0819549561,2.00245070457,-0.000782314687967,89.7528152466,2.0,0.0,90.0,2.01358103752,0.00162091280799,89.9460754395
1727189265236783981,2.0,0.0,90.0,2.00351166725,0.0149093624204,89.6934890747,2.03915452957,-0.0141706159338,90.0403747559,2.00245070457,-0.000782314687967,89.690032959,2.0,0.0,90.0,2.01422190666,0.000246249022894,89.9112854004
1727189265336906909,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.7351989746,2.03545212746,-0.012419664301,90.0420379639,2.00261712074,-0.00126174709294,89.7294540405,2.0,0.0,90.0,2.0131187439,0.000444952922408,89.925743103
1727189265436978101,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7262954712,2.03499770164,-0.014441546984,90.0267410278,2.00261712074,-0.00126174709294,89.7168960571,2.0,0.0,90.0,2.01310062408,-0.000218579254579,89.917678833
1727189265537122011,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7368087769,2.03399848938,-0.0120269414037,90.0281295776,2.00311183929,0.000103678554296,89.7334747314,2.0,0.0,90.0,2.01270222664,0.000778774498031,89.9216461182
1727189265638073921,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7117004395,2.03220105171,-0.0143677843735,89.9878997803,2.00311183929,0.000103678554296,89.708366394,2.0,0.0,90.0,2.01210308075,-1.50658502207e-06,89.8998641968
1727189265737001895,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7117004395,2.0381436348,-0.0117537043989,90.0415649414,2.00294542313,0.000583371787798,89.7066192627,2.0,0.0,90.0,2.0140838623,0.000869853596669,89.917755127
1727189265837004899,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7117004395,2.03961801529,-0.0121375238523,90.0556564331,2.00294542313,0.000583371787798,89.7066268921,2.0,0.0,90.0,2.014575243,0.000741913856473,89.922454834
1727189265938301086,2.0,0.0,90.0,2.00450801849,0.0143948942423,89.6902236938,2.03545260429,-0.0124192368239,89.9918060303,2.00328660011,-0.000723995268345,89.6852111816,2.0,0.0,90.0,2.0133202076,0.000658552511595,89.8940124512
1727189266037044048,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991424561,2.03679990768,-0.0120869418606,90.016708374,2.00342583656,-0.00129578635097,89.6993103027,2.0,0.0,90.0,2.01363587379,0.000758774520364,89.9052810669
1727189266137276887,2.0,0.0,90.0,2.00450801849,0.0143948942423,89.7153396606,2.0419857502,-0.0142245367169,90.079498291,2.00342583656,-0.00129578635097,89.7118682861,2.0,0.0,90.0,2.0154979229,5.67859824514e-05,89.9316101074
1727189266236886978,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7368087769,2.04140329361,-0.00975192245096,90.0955123901,2.00348067284,-0.00130142143462,89.737487793,2.0,0.0,90.0,2.01517033577,0.00153711414896,89.9441070557
1727189266337976932,2.0,0.0,90.0,2.00450801849,0.0143948942423,89.727897644,2.04245352745,-0.0121778687462,90.0947418213,2.00348067284,-0.00130142143462,89.724937439,2.0,0.0,90.0,2.01565384865,0.000739008362871,89.9408798218
1727189266437341928,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7242584229,2.04692769051,-0.00911424402148,90.1338806152,2.00344967842,-0.00138216093183,89.7246780396,2.0,0.0,90.0,2.01701188087,0.00174967362545,89.9527130127
1727189266536873102,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991500854,2.0451362133,-0.0115103935823,90.0941162109,2.00344967842,-0.00138216093183,89.6995697021,2.0,0.0,90.0,2.01641464233,0.000950957124587,89.9310913086
1727189266637248039,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7242584229,2.03585410118,-0.0161047857255,90.0360336304,2.00344967842,-0.00138216093183,89.7246780396,2.0,0.0,90.0,2.01332068443,-0.000580506923143,89.9200973511
1727189266737296104,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991500854,2.04181575775,-0.00768016977236,90.0600128174,2.00344967842,-0.00138216093183,89.6995697021,2.0,0.0,90.0,2.01530790329,0.00222769845277,89.9197235107
1727189266837085008,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991424561,2.03767871857,-0.0137713775039,90.0262374878,2.00341868401,-0.0014625415206,89.6993103027,2.0,0.0,90.0,2.01392889023,0.000197295899852,89.9084625244
1727189266937165975,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7117004395,2.03814315796,-0.0117537816986,90.041557312,2.00341868401,-0.0014625415206,89.7118606567,2.0,0.0,90.0,2.01408362389,0.000869827810675,89.917755127
1727189267037141084,2.0,0.0,90.0,2.00451731682,0.0144023774192,89.7154159546,2.03814315796,-0.0117537816986,90.041557312,2.00344967842,-0.00138216093183,89.7121200562,2.0,0.0,90.0,2.01422023773,0.000882865337189,89.9189910889
1727189267137984991,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7242584229,2.04245352745,-0.0121778687462,90.0947418213,2.00344967842,-0.00138216093183,89.7246780396,2.0,0.0,90.0,2.01552057266,0.000728465325665,89.939666748
1727189267237808942,2.0,0.0,90.0,2.00370788574,0.0143318716437,89.6955108643,2.03679990768,-0.0120869418606,90.016708374,2.00342583656,-0.00129578635097,89.6993103027,2.0,0.0,90.0,2.01350259781,0.000748309947085,89.9040756226
1727189267336921930,2.0,0.0,90.0,2.00370788574,0.0143318716437,89.7206192017,2.03265094757,-0.0123591059819,90.0032196045,2.00342583656,-0.00129578635097,89.7244186401,2.0,0.0,90.0,2.01211953163,0.000657588301692,89.9079437256
1727189267438178062,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6865844727,2.04140353203,-0.0097515117377,90.0452880859,2.00311183929,0.000103678554296,89.6832504272,2.0,0.0,90.0,2.01517057419,0.00153725105338,89.9106216431
1727189267536978006,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991500854,2.02942371368,-0.0142845306545,89.9492416382,2.00311183929,0.000103678554296,89.69581604,2.0,0.0,90.0,2.01117730141,2.62448411377e-05,89.8827972412
1727189267636905908,2.0,0.0,90.0,2.003698349,0.0143242981285,89.7456436157,2.03442645073,-0.00999949593097,90.0431900024,2.0034840107,-0.00112197175622,89.7499923706,2.0,0.0,90.0,2.01270842552,0.00144160096534,89.9296112061
1727189267738956928,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991500854,2.03172469139,-0.0163548272103,89.9723129272,2.0034840107,-0.00112197175622,89.6997756958,2.0,0.0,90.0,2.01194429398,-0.000663854298182,89.8904876709
1727189267837049007,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7117004395,2.03220105171,-0.0143677843735,89.9878997803,2.00381660461,0.000719850242604,89.7146377563,2.0,0.0,90.0,2.01210308075,-1.50658502207e-06,89.8998641968
1727189267937037944,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7242584229,2.04096126556,-0.011804244481,90.0804977417,2.00381660461,0.000719850242604,89.7271881104,2.0,0.0,90.0,2.01502299309,0.000853006902616,89.9349212646
1727189268038055896,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011871338,2.02942371368,-0.0142845306545,89.9492416382,2.00348448753,0.00216370820999,89.6984176636,2.0,0.0,90.0,2.0112426281,-0.000166240410181,89.8834762573
1727189268137518882,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7744827271,2.04005432129,-0.010084011592,90.1208724976,2.00342416763,0.00195791944861,89.7732696533,2.0,0.0,90.0,2.01472067833,0.00142641784623,89.9651184082
1727189268237288951,2.0,0.0,90.0,2.00470423698,0.0138172954321,89.7048187256,2.03172469139,-0.0163548272103,89.9723129272,2.00325942039,-0.000816264480818,89.6975631714,2.0,0.0,90.0,2.01214289665,-0.000845844158903,89.8923797607
1727189268337203979,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7262954712,2.03646564484,-0.0148393521085,90.0408172607,2.00321769714,-0.000901671766769,89.722328186,2.0,0.0,90.0,2.01358985901,-0.000351181050064,89.9223709106
1727189268437505006,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011795044,2.03172469139,-0.0163548272103,89.9723129272,2.00321769714,-0.000901671766769,89.6972122192,2.0,0.0,90.0,2.01200962067,-0.000856339524034,89.891166687
1727189268536983013,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7262878418,2.03948283195,-0.0114199668169,90.0663833618,2.00328660011,-0.000723995268345,89.7228775024,2.0,0.0,90.0,2.01459574699,0.000788614037447,89.9308929443
1727189268636919975,2.0,0.0,90.0,2.00389456749,0.013746842742,89.6974487305,2.03767871857,-0.0137713775039,90.0262374878,2.00328660011,-0.000723995268345,89.6977615356,2.0,0.0,90.0,2.01385784149,-8.17819181975e-06,89.9078979492
1727189268737972974,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7137298584,2.03306221962,-0.0160179939121,89.9971847534,2.00329041481,-0.000734883069526,89.7103652954,2.0,0.0,90.0,2.01245546341,-0.000744061311707,89.9036407471
1727189268837704896,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7137298584,2.02986717224,-0.0122888367623,89.9645462036,2.00329041481,-0.000734883069526,89.7103652954,2.0,0.0,90.0,2.01139044762,0.000498990761116,89.8927612305
1727189268937280893,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7425689697,2.04978489876,-0.00913032796234,90.173034668,2.00345301628,-0.00120368844364,89.7371902466,2.0,0.0,90.0,2.01816630363,0.00156486348715,89.9718704224
1727189269040090084,2.0,0.0,90.0,2.00470423698,0.0138172954321,89.7550430298,2.03915405273,-0.0141707416624,90.0905914307,2.00345301628,-0.00120368844364,89.74974823,2.0,0.0,90.0,2.01461935043,-0.000117815281556,89.9485473633
1727189269139301061,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7388458252,2.03634023666,-0.0141069348902,90.0516204834,2.00326251984,-0.000636118173134,89.7351837158,2.0,0.0,90.0,2.01354813576,-0.000107041742012,89.9301528931
1727189269238882064,2.0,0.0,90.0,2.00391173363,0.0149408997968,89.7096862793,2.04710078239,-0.00979470275342,90.1235275269,2.00326251984,-0.000636118173134,89.710067749,2.0,0.0,90.0,2.01700425148,0.00171539885923,89.9444046021
1727189269338226079,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7242584229,2.04096126556,-0.011804244481,90.0804977417,2.00257563591,0.00171005597804,89.7152938843,2.0,0.0,90.0,2.01502299309,0.000853006902616,89.9349212646
1727189269436815023,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6740341187,2.04096150398,-0.0118041969836,90.0302734375,2.00257563591,0.00171005597804,89.6650695801,2.0,0.0,90.0,2.01502323151,0.000853022793308,89.9014358521
1727189269537561893,2.0,0.0,90.0,2.00391173363,0.0149408997968,89.6971206665,2.03347229958,-0.00827728863806,89.9827957153,2.00348758698,-0.00128621736076,89.6998596191,2.0,0.0,90.0,2.01246142387,0.00222120340914,89.8933029175
1727189269637027978,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991500854,2.02942371368,-0.0142845306545,89.9492416382,2.00348758698,-0.00128621736076,89.6998748779,2.0,0.0,90.0,2.01117730141,2.62448411377e-05,89.8827972412
1727189269737514019,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011795044,2.03827095032,-0.0124699138105,90.0307693481,2.00314331055,0.000192429870367,89.6960601807,2.0,0.0,90.0,2.0141916275,0.000438631745055,89.9106521606
1727189269836638927,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6991500854,2.03442955017,-0.00999833829701,89.9930038452,2.00314331055,0.000192429870367,89.6960678101,2.0,0.0,90.0,2.01284575462,0.001454975456,89.8973846436
1727189269940747976,2.0,0.0,90.0,2.00451731682,0.0144023774192,89.7405319214,2.03307437897,-0.0103293638676,90.0182495117,2.00344967842,-0.00138216093183,89.7372360229,2.0,0.0,90.0,2.01253056526,0.00135767133906,89.919593811
1727189270040553092,2.0,0.0,90.0,2.00410795212,0.014363264665,89.674041748,2.03354597092,-0.0140332691371,89.962600708,2.00344967842,-0.00138216093183,89.6744613647,2.0,0.0,90.0,2.01255130768,0.000109998771222,89.8788833618
1727189270137322902,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.7226409912,2.03439640999,-0.0156802386045,90.0220184326,2.00351166725,-0.00121995434165,89.7251815796,2.0,0.0,90.0,2.01276683807,-0.000641905528028,89.9148864746
1727189270238898992,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.7351989746,2.04046559334,-0.00800768006593,90.0853729248,2.00351166725,-0.00121995434165,89.737739563,2.0,0.0,90.0,2.01479005814,0.00191561412066,89.9401931763
1727189270339621067,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011795044,2.03915452957,-0.0141706159338,90.0403747559,2.00317072868,8.66092741489e-05,89.6963577271,2.0,0.0,90.0,2.01448631287,-0.000128268802655,89.913848877
1727189270439800977,2.0,0.0,90.0,2.00410795212,0.014363264665,89.7242584229,2.04096126556,-0.011804244481,90.0804977417,2.00307631493,-0.00017702455807,89.720703125,2.0,0.0,90.0,2.01502299309,0.000853006902616,89.9349212646
1727189270537687063,2.0,0.0,90.0,2.00451731682,0.0144023774192,89.727973938,2.03354358673,-0.0140332560986,90.012802124,2.00307631493,-0.00017702455807,89.720703125,2.0,0.0,90.0,2.01268696785,0.000123040634207,89.9135894775
1727189270637042999,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7049026489,2.03588104248,-0.0103754960001,90.0068206787,2.00345301628,-0.00120368844364,89.6995239258,2.0,0.0,90.0,2.01353168488,0.00114980759099,89.9039077759
1727189270737694025,2.0,0.0,90.0,2.00410795212,0.014363264665,89.6865921021,2.0422976017,-0.0114718712866,90.0550384521,2.00345301628,-0.00120368844364,89.6869735718,2.0,0.0,90.0,2.01546859741,0.000963797967415,89.9138793945
1727189270838934898,2.0,0.0,90.0,2.00451731682,0.0144023774192,89.7405319214,2.04379677773,-0.0118444943801,90.1195755005,2.00328326225,-0.000902636616956,89.7354812622,2.0,0.0,90.0,2.01610469818,0.000852627621498,89.9533691406
1727189270937546968,2.0,0.0,90.0,2.0051138401,0.0138564053923,89.7336578369,2.04600811005,-0.0073646302335,90.1238327026,2.00328326225,-0.000902636616956,89.7229309082,2.0,0.0,90.0,2.01704072952,0.00216392497532,89.9524993896
1727189271037130117,2.0,0.0,90.0,2.00430417061,0.0137858092785,89.7011795044,2.03679990768,-0.0120869418606,90.016708374,2.00341868401,-0.0014625415206,89.6993103027,2.0,0.0,90.0,2.0137014389,0.000566289294511,89.905960083
1727189271138425111,2.0,0.0,90.0,2.00390434265,0.0137545224279,89.7100830078,2.03220105171,-0.0143677843735,89.9878997803,2.00341868401,-0.0014625415206,89.7118682861,2.0,0.0,90.0,2.01203513145,-0.000204420663067,89.8993301392
1727189271237274885,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7425689697,2.03307437897,-0.0103293638676,90.0182495117,2.00311183929,0.000103678554296,89.7334747314,2.0,0.0,90.0,2.01259613037,0.00116518500727,89.9202728271
1727189271342057943,2.0,0.0,90.0,2.00471377373,0.0138249192387,89.7551193237,2.04181838036,-0.00767919700593,90.110244751,2.00311183929,0.000103678554296,89.7460250854,2.0,0.0,90.0,2.01551055908,0.00204857392237,89.9551239014
1727189271438604116,2.0,0.00345299765468,90.0,2.00431370735,0.0137936323881,89.7138137817,2.03723311424,-0.0100455693901,90.0317382812,2.00311231613,0.000760350376368,89.7080993652,2.0,0.0,90.0,2.01384902,0.00240035355091,89.915184021
1727189271537759065,2.0,0.0118734538555,90.0,2.00430417061,0.0137858092785,89.688621521,2.0348842144,-0.0136978374794,89.987449646,2.00311231613,0.000760350376368,89.6829910278,2.0,0.0,90.0,2.01306271553,0.00398714188486,89.8920211792
1727189271637684106,2.0,0.0254095308483,90.0,2.00311899185,0.0160649567842,89.6768951416,2.02646899223,-0.00705873779953,89.9041671753,2.00269699097,0.00295264902525,89.6782455444,2.0,0.0,90.0,2.00986266136,0.0114719169214,89.8603515625
1727189271737739086,2.0,0.0439247265458,90.0,1.99894094467,0.031005743891,89.5709762573,2.02935385704,-0.001413020771,89.8644180298,2.00269699097,0.00295264902525,89.6154785156,2.0,0.0,90.0,2.00943160057,0.0245058164001,89.8117980957
1727189271837424039,2.0,0.0639169290662,90.0,1.99968636036,0.0401560366154,89.6499786377,2.02673506737,0.0123136416078,89.9066925049,2.00185322762,0.0184990111738,89.6769943237,2.0,0.0,90.0,2.00880718231,0.0387955345213,89.8522262573
1727189271937669038,2.0,0.0838989317417,90.0,1.99808514118,0.0705226436257,89.6146392822,2.02758169174,0.0470275916159,89.8804626465,2.00185322762,0.0184990111738,89.6644439697,2.0,0.0,90.0,2.00855565071,0.067149721086,89.831703186
1727189272037313938,2.0,0.103886932135,90.0,2.00185036659,0.0884306058288,89.7548751831,2.02301120758,0.0669167935848,89.9428405762,1.99948859215,0.0597873441875,89.7427062988,2.0,0.0,90.0,2.00828719139,0.0864114463329,89.8992385864
1727189272139208078,2.0,0.124163128436,90.0,1.99942517281,0.111284077168,89.7544555664,2.03359365463,0.0878918617964,90.0459136963,2.00029945374,0.0709827691317,89.7716140747,2.0,0.0,90.0,2.01100635529,0.107779689133,89.9334564209
1727189272237348079,2.0,0.143897533417,90.0,2.00136780739,0.129685118794,89.8291854858,2.02824234962,0.106697931886,90.0542297363,2.00472640991,0.102102585137,89.8629760742,2.0,0.0,90.0,2.00987005234,0.126760199666,89.9611358643
1727189272341106891,2.0,0.164299532771,90.0,1.99876832962,0.152088105679,89.8050231934,2.02108311653,0.126726299524,89.9874191284,1.99935531616,0.12465942651,89.8140563965,2.0,0.0,90.0,2.00661706924,0.147704645991,89.9308166504
